0.005590329657018673	1.0533049399109633E-18	1.828408322301852E-26	1.1752227204051375E-22	1.2704394594846323E-35	7.876797125990052E-32	5.653221464236226E-141	0.006374873837823982	1.4143022010426773E-24	2.154088925301461E-15	
1.4026193044189044E-5	0.01815885701856607	0.020793138325894044	0.059444651190244883	3.5185067873409224E-22	4.058704339833461E-87	2.3365812082238086E-45	1.204880108995958E-7	1.3567993873408098E-20	0.11833944102598383	
0.07117464082956666	1.7014568149114165E-103	1.2630632449310865E-78	9.52399138929085E-10	5.304305432150901E-204	4.285663240284299E-11	1.0859449082198502E-58	1.3487166281398028E-43	6.104781502609333E-102	1.2143106033179496E-7	
5.024195249971774E-4	5.99597292587281E-48	2.725999614465102E-44	3.7779826578053E-56	6.4675739036627526E-52	0.4339870025921295	5.797854958310022E-25	8.236331305103533E-46	0.006891219192095779	2.020990174047871E-23	
4.310781825756435E-4	1.133200533129936E-76	7.631358615604807E-27	0.012160512107769535	1.7736749022454976E-98	2.555606584888655E-10	0.09480614632866412	6.634588430667942E-57	7.78492051002377E-35	6.778244221507266E-39	
0.1496982587681008	1.47484828852599E-27	1.0214630836169964E-159	1.630793132432594E-22	1.9764310773824078E-91	2.2391551045970697E-48	9.525404300038545E-73	9.743138669153348E-35	4.3357587060482695E-25	9.878527791223668E-22	
0.002488689899305912	0.00928477905610201	1.123803466697781E-78	1.6551649061615298E-62	2.538982211148304E-17	2.53851939534719E-11	5.5505392740855375E-28	2.1237356350521377E-17	1.839351255601634E-27	3.5046932060928414E-5	
0.011831024860773406	6.0857964412975E-26	1.4393201304481444E-22	1.8717001686666165E-72	1.584026878996042E-63	0.005381010788285677	1.192716669948657E-45	4.357684154170581E-51	2.0793737989027654E-20	8.458241889094395E-34	
5.625965713326683E-4	1.6435351294632605E-21	1.996519095820877E-6	6.669420765426709E-177	2.9296678188554615E-13	0.013369753397051683	9.396679579388631E-26	1.2088493755770002E-32	7.274949027514496E-13	3.7137047393399036E-23	
0.011936224387033427	3.998629036018067E-129	3.335329516754174E-37	1.4235237432220932E-80	2.6782402475934958E-11	5.3235909395416876E-11	1.158757176309427E-53	1.7789569437940752E-5	2.0484329961394477E-66	4.1110788405907785E-32	
0.001242510640101607	2.1299198375821538E-5	5.364228506487645E-35	6.683019005727305E-89	4.41655799537649E-5	2.2980236175094924E-61	1.1838967769498265E-4	1.8836375384794934E-75	7.951226918573546E-19	2.856296955100301E-4	
0.010693319581079674	1.1128304837009277E-129	1.6585259751140226E-23	0.004320263054625525	6.7086432878201E-41	6.389760080008571E-26	5.1907333713825494E-30	7.423767042415252E-21	3.33968568703765E-94	4.172470604731288E-5	
0.02759802193308208	8.356659915898308E-195	2.1908385767551489E-35	3.457035972765785E-5	8.539767990156983E-28	1.0329753744340146E-38	6.914949683721766E-57	5.0042291873986144E-20	7.065685676980898E-50	1.1773893066792636E-44	
0.025515862004893055	1.634698144950956E-28	9.02973656445035E-21	1.3184119467038052E-125	3.2327864735716364E-13	1.2042907912299253E-11	1.8111196719258948E-130	3.7097612915702498E-19	1.306341993290606E-87	5.248378851877732E-38	
0.010996354213995396	1.1195405584732619E-11	1.7681146284919787E-32	1.9704391393450738E-59	4.11292215089168E-52	4.571822476788497E-73	4.2818442153194344E-15	3.7776779041401313E-5	1.1297921914135862E-40	2.966833765610993E-16	
