0.6192958025903453	1.4143022010426773E-24	2.154088925301461E-15	
0.9980646045079423	5.653221464236226E-141	0.006374873837823982	
0.764738053203121	1.2704652749765174E-35	7.876957183512484E-32	
0.6489986218920539	1.8284454757922088E-26	1.1752466010807379E-22	
0.04005008335980117	0.11833944102598383	1.053326343201711E-18	
0.23505850526210012	1.213406473125092E-7	1.366400812030519E-20	
0.9772039612400637	4.0874258622783705E-87	2.353116083395107E-45	
0.0504618190555894	0.05986531274635628	3.5434055883384163E-22	
0.06831552209518975	0.018320216595004178	0.020977906122108026	
0.9884611167651131	6.104781502609333E-102	1.2143106033179496E-7	
0.9164661789179184	1.0859449082198582E-58	1.3487166281398128E-43	
0.999894858947338	5.30430543215094E-204	4.2856632402843306E-11	
0.9663592472285873	1.2630632449310958E-78	9.52399138929092E-10	
0.6000063198737637	2.020990174047871E-23	1.7014568149114289E-103	
0.8505366629763655	8.236331305103533E-46	0.006891219192095779	
0.01955000427114393	0.43399730774227374	5.797992630096281E-25	
0.9060666610366435	4.193598573741996E-56	7.17907178370347E-52	
0.8639654033604801	6.655589976885404E-48	3.025886863621284E-44	
0.7564226266105688	7.78492051002377E-35	6.778244221507266E-39	
0.04345022270396212	0.09480614632866412	6.634588430667942E-57	
0.9864692389279882	1.7817001193252554E-98	2.5671697510518706E-10	
0.6546237008565515	7.665887665672647E-27	0.012215533887320185	
0.5701865482809828	9.878527791223668E-22	1.1384127824145671E-76	
0.7553741294922965	9.743138669153348E-35	4.3357587060482695E-25	
0.8668302664651026	2.2391551045970697E-48	9.525404300038545E-73	
0.5842398332908091	1.630793132432594E-22	1.9764310773824078E-91	
0.6651989715789012	1.47484828852599E-27	1.0214630836169964E-159	
0.6638060542179371	1.839351255601634E-27	3.5046932060928414E-5	
0.6712980188024048	5.550539277494366E-28	2.1237356363564166E-17	
0.48266575458865074	2.538982212707604E-17	2.5385193969062056E-11	
0.9664373122971711	1.1238034673879578E-78	1.655164907178039E-62	
0.7450205048395082	8.457877300890523E-34	0.009284779061804199	
